order_id,customer_id,customer_name,product_id,product_name,product_category,country,payment_type,city,qty,price,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason,datetime
41,62,Kyle,55,Air Purifier,home appliances,Germany,Debit Card,Hamburg,2,306.0,Ebay,10041,Y,N/A,2021-07-22 03:54:04
42,39,Nathan,40,Refrigerator,home appliances,UK,Debit Card,Manchester,4,2000.0,Ali Express,10042,Y,N/A,2022-09-01 00:42:34
43,51,Zoe,54,Mixer Grinder,home appliances,USA,Credit Card,LA,5,500.0,Amazon,10043,N,Incufficient Funds,2024-02-19 16:12:50
44,24,Yara,53,Induction Cooktop,home appliances,UK,Cryptocurrency,London,1,192.0,Argos,10044,Y,N/A,2021-09-09 00:37:38
45,78,Brandon,57,Iron,home appliances,UK,Debit Card,Manchester,4,520.0,Argos,10045,Y,N/A,2020-04-10 01:10:42
46,5,Fiona,49,Dishwasher,home appliances,Germany,Debit Card,Hamburg,4,1200.0,Ebay,10046,Y,N/A,2021-03-03 04:10:45
47,47,Vanessa,88,Golf Club,sports,Germany,Debit Card,Hamburg,9,126.0,Ebay,10047,Y,N/A,2022-11-06 01:19:16
48,88,Liam,67,Children's Book,books,UK,Cryptocurrency,London,2,194.0,Argos,10048,Y,N/A,2020-08-07 03:18:24
49,3,Daisy,11,Smart Speaker,electronics,USA,Credit Card,LA,7,2100.0,Amazon,10049,N,Network Issue,2020-07-04 19:30:01
50,24,!@$@,2,Null,"",Germany,Debit Card,"",,,Ebay,10050,Y,N/A,2024-04-12 03:44:09
51,82,Fabian,67,Children's Book,books,Germany,Debit Card,Berlin,6,582.0,Ebay,10051,N,Network Issue,2024-01-24 03:59:28
52,40,Ophelia,26,Dress,clothing,USA,Credit Card,LA,10,450.0,Amazon,10052,Y,N/A,2023-01-14 16:13:08
53,75,Yasmine,61,Science Fiction,books,UK,Debit Card,Manchester,4,76.0,Ali Express,10053,Y,N/A,2021-05-29 00:05:32
54,94,Rose,46,Blender,home appliances,USA,Debit Card,New York,8,1288.0,Ebay,10054,N,Incufficient Funds,2023-12-12 16:20:28
55,50,Yvonne,83,Badminton Racket,sports,Germany,Debit Card,Berlin,3,123.0,Ebay,10055,Y,N/A,2023-01-28 07:28:48
56,91,Olivia,79,Encyclopedia,books,UK,Debit Card,Manchester,2,36.0,Ali Express,10056,Y,N/A,2023-08-10 02:15:41
57,30,Emily,19,Drone,electronics,USA,Debit Card,New York,8,2528.0,Amazon,10057,Y,N/A,2023-02-07 17:02:40
58,92,Patrick,10,Power Bank,electronics,Germany,Debit Card,Berlin,9,900.0,Ebay,10058,Y,N/A,2023-06-04 03:09:04
59,85,None,28,!@$@,"",India,PayPal,...,,,Ali Express,10059,Y,N/A,2023-02-16 23:59:03
60,37,Lucas,35,Suit,clothing,USA,Credit Card,LA,1,218.0,Amazon,10060,Y,N/A,2020-06-21 16:37:09
61,68,Riley,28,Shorts,clothing,USA,Credit Card,LA,12,552.0,Amazon,10061,N,Insufficient Funds,2023-06-20 13:37:26
62,52,Adam,79,Encyclopedia,books,UK,Cryptocurrency,London,4,72.0,Argos,10062,Y,N/A,2021-03-26 00:30:58
63,5,Fiona,53,Induction Cooktop,home appliances,USA,Credit Card,LA,9,1728.0,Amazon,10063,Y,N/A,2020-10-10 19:11:57
64,94,Rose,51,Ceiling Fan,home appliances,USA,Credit Card,LA,10,2200.0,Amazon,10064,N,Incufficient Funds,2024-08-09 18:44:26
65,35,Jacob,4,Smartwatch,electronics,Germany,Debit Card,Berlin,3,600.0,Ebay,10065,Y,N/A,2023-12-26 05:53:12
66,16,Quinn,67,Children's Book,books,India,Debit Card,Mumbai,1,24.25,Ali Express,10066,N,Network Issue,2024-05-11 11:28:40
67,75,Yasmine,29,Sweater,clothing,USA,Credit Card,LA,3,111.0,Amazon,10067,N,Incufficient Funds,2021-11-27 19:29:51
68,33,Harry,71,Travel Guide,books,UK,Cryptocurrency,Manchester,3,261.0,Argos,10068,Y,N/A,2020-08-29 16:59:45
69,81,Eliza,24,Formal Shirt,clothing,UK,Cryptocurrency,London,3,387.0,Argos,10069,Y,N/A,2021-11-10 02:39:56
70,88,Liam,21,Jeans,clothing,UK,Debit Card,Manchester,2,140.0,Argos,10070,Y,N/A,2023-05-04 02:11:11
71,91,Olivia,47,Electric Kettle,home appliances,USA,Debit Card,New York,6,402.0,Ali Express,10071,Y,N/A,2022-12-06 18:47:42
72,31,Frank,20,T-Shirt,clothing,India,Debit Card,Mumbai,4,28.0,Ali Express,10072,N,Card Expired,2021-06-18 08:34:17
73,31,Frank,26,Dress,clothing,UK,Cryptocurrency,London,5,225.0,Argos,10073,Y,N/A,2020-12-09 02:18:50
74,62,Kyle,66,Textbook,books,UK,Debit Card,Manchester,3,63.0,Argos,10074,Y,N/A,2022-08-01 04:10:32
75,74,Xavier,36,Tie,clothing,USA,Credit Card,LA,9,225.0,Amazon,10075,Y,N/A,2021-10-18 20:32:47
76,47,Vanessa,70,Cookbook,books,USA,Credit Card,LA,8,136.0,Amazon,10076,N,Incufficient Funds,2020-02-23 19:01:32
77,69,None,14,"",!@$@,India,PayPal,Null,,,Ali Express,10077,Y,N/A,2020-07-26 09:27:41
78,80,Derek,73,Poetry Book,books,USA,Debit Card,New York,7,273.0,Ebay,10078,N,Card Expired,2023-01-20 17:18:29
79,87,Kylie,31,Socks,clothing,Germany,Debit Card,Berlin,4,24.0,Ebay,10079,Y,N/A,2024-09-29 06:37:05
80,45,Tessa,51,Ceiling Fan,home appliances,UK,Cryptocurrency,London,4,880.0,Argos,10080,Y,N/A,2024-06-03 22:55:37
81,94,Rose,44,Vacuum Cleaner,home appliances,USA,Debit Card,New York,10,480.0,Ali Express,10081,Y,N/A,2022-08-07 16:43:03
82,83,...,63,"",Null,Germany,Debit Card,-1,,,Ali Express,10082,Y,N/A,2021-02-27 04:17:02
83,62,Kyle,0,Smartphone,electronics,Germany,Debit Card,Hamburg,8,4000.0,Ebay,10083,Y,N/A,2023-12-04 04:19:32
84,34,Isabelle,61,Science Fiction,books,Germany,Debit Card,Hamburg,8,152.0,Ebay,10084,Y,N/A,2022-10-25 06:00:15
85,99,Whitney,6,Wireless Earbuds,electronics,Germany,Debit Card,Berlin,5,1500.0,Ebay,10085,Y,N/A,2023-12-30 06:36:06
86,70,Thomas,87,Table Tennis Paddle,sports,India,PayPal,New Delhi,4,68.0,Ali Express,10086,N,Network error,2022-12-12 09:55:23
87,35,Jacob,67,Children's Book,books,UK,Cryptocurrency,London,4,388.0,Argos,10087,Y,N/A,2022-11-19 01:47:11
88,67,Paige,77,Health and Fitness Book,books,USA,Credit Card,LA,12,480.0,Amazon,10088,N,Insufficient Funds,2020-03-04 19:09:31
89,7,Henry,55,Air Purifier,home appliances,India,Debit Card,Mumbai,3,114.75,Ebay,10089,Y,N/A,2020-12-16 11:28:58
90,12,Mia,24,Formal Shirt,clothing,India,PayPal,New Delhi,2,64.5,Ali Express,10090,N,Network error,2021-11-25 09:38:54
91,24,Yara,20,T-Shirt,clothing,Germany,Debit Card,Berlin,3,84.0,Ebay,10091,Y,N/A,2024-08-03 05:06:17
92,31,Frank,19,Drone,electronics,Germany,Debit Card,Berlin,8,2528.0,Ebay,10092,Y,N/A,2022-10-19 06:55:45
93,74,Xavier,3,Desktop PC,electronics,Germany,Debit Card,Berlin,3,2400.0,Ebay,10093,Y,N/A,2021-01-10 04:14:17
94,37,Lucas,18,Printer,electronics,USA,Debit Card,New York,5,1500.0,Amazon,10094,Y,N/A,2021-12-23 17:54:54
95,25,Zach,79,Encyclopedia,books,USA,Debit Card,New York,8,144.0,Amazon,10095,Y,N/A,2020-04-20 19:26:14
96,60,Ivan,9,Action Camera,electronics,India,Debit Card,Mumbai,1,50.0,Ali Express,10096,Y,N/A,2024-08-19 11:57:49
97,13,Noah,60,Fiction Novel,books,USA,Debit Card,New York,12,192.0,Amazon,10097,Y,N/A,2022-07-29 04:47:29
98,64,Marcus,76,Business Book,books,UK,Cryptocurrency,Manchester,5,475.0,Argos,10098,N,Insufficient Funds,2024-12-07 19:21:27
99,33,Harry,19,Drone,electronics,USA,Credit Card,LA,2,632.0,Amazon,10099,Y,N/A,2020-01-06 17:48:03
100,86,Jason,61,Science Fiction,books,UK,Debit Card,Manchester,1,19.0,Argos,10100,Y,N/A,2022-02-16 00:34:06
101,79,Clara,83,Badminton Racket,sports,Germany,Debit Card,Berlin,2,82.0,Ebay,10101,Y,N/A,2021-05-24 03:16:37
102,97,Ulrika,61,Science Fiction,books,USA,Credit Card,LA,9,171.0,Amazon,10102,N,Insufficient Funds,2021-02-01 16:29:45
103,89,_-,6,_-,Null,Germany,Debit Card,...,,,Ebay,10103,Y,N/A,2022-06-09 16:31:35
104,55,Diana,30,Tracksuit,clothing,USA,Credit Card,LA,14,1120.0,Amazon,10104,Y,N/A,2021-02-25 06:40:14
105,62,Kyle,82,Tennis Racket,sports,India,Debit Card,Mumbai,2,19.5,Ebay,10105,N,Insufficient Funds,2020-06-21 11:17:09
106,15,Paul,17,Graphics Card,electronics,India,PayPal,New Delhi,4,280.0,Ali Express,10106,Y,N/A,2022-09-04 11:52:06
107,58,Gavin,33,Gloves,clothing,USA,Credit Card,LA,10,100.0,Amazon,10107,N,Incufficient Funds,2022-12-09 16:04:41
108,10,Karen,43,Air Conditioner,home appliances,India,PayPal,New Delhi,2,38.0,Ali Express,10108,N,Network error,2021-07-24 12:33:47
109,51,Zoe,56,Juicer,home appliances,India,PayPal,New Delhi,1,39.25,Ali Express,10109,Y,N/A,2021-12-15 12:20:57
110,1,Bob,64,Biography,books,Germany,Debit Card,Hamburg,7,84.0,Ali Express,10110,Y,N/A,2023-02-19 03:58:59
111,40,Ophelia,19,Drone,electronics,USA,Credit Card,LA,11,3476.0,Amazon,10111,N,Network Issue,2020-08-13 01:29:14
112,29,Daniel,17,Graphics Card,electronics,USA,Credit Card,LA,8,2240.0,Amazon,10112,Y,N/A,2020-10-01 19:33:16
113,10,Karen,10,Power Bank,electronics,Germany,Debit Card,Hamburg,4,400.0,Ebay,10113,Y,N/A,2021-01-13 03:12:16
114,12,Mia,76,Business Book,books,USA,Debit Card,New York,14,1330.0,Amazon,10114,Y,N/A,2020-12-29 09:11:33
115,69,Sarah,59,Food Processor,home appliances,UK,Cryptocurrency,London,4,840.0,Argos,10115,Y,N/A,2020-06-08 01:14:31
116,95,Simon,77,Health and Fitness Book,books,UK,Cryptocurrency,London,5,200.0,Argos,10116,Y,N/A,2023-12-30 01:31:12
117,28,Chloe,64,Biography,books,Germany,Debit Card,Hamburg,7,84.0,Ebay,10117,Y,N/A,2021-03-17 05:33:21
118,18,Steve,61,Science Fiction,books,USA,Credit Card,LA,8,152.0,Amazon,10118,Y,N/A,2021-02-19 04:37:29
119,71,Ursula,83,Badminton Racket,sports,UK,Debit Card,Manchester,2,82.0,Ebay,10119,Y,N/A,2020-01-16 01:04:02
120,93,Quentin,36,Tie,clothing,India,Debit Card,Mumbai,4,25.0,Ali Express,10120,Y,N/A,2022-06-03 09:24:27
121,52,Adam,82,Tennis Racket,sports,Germany,Debit Card,Hamburg,6,234.0,Ebay,10121,Y,N/A,2022-10-06 03:41:47
122,78,Brandon,5,Bluetooth Headphones,electronics,USA,Debit Card,New York,13,2782.0,Amazon,10122,Y,N/A,2021-12-11 12:27:26
123,93,Quentin,22,Hoodie,clothing,UK,Cryptocurrency,London,3,69.0,Argos,10123,Y,N/A,2020-02-07 18:03:56
124,99,Whitney,67,Children's Book,books,India,Debit Card,Mumbai,1,24.25,Ali Express,10124,Y,N/A,2023-05-27 11:58:01
125,26,Amanda,71,Travel Guide,books,Germany,Debit Card,Berlin,6,522.0,Ebay,10125,Y,N/A,2023-06-18 05:24:37
126,23,Xavier,44,Vacuum Cleaner,home appliances,USA,Credit Card,LA,4,192.0,Amazon,10126,N,Incufficient Funds,2020-05-25 16:29:15
127,35,Jacob,72,Graphic Novel,books,Germany,Debit Card,Berlin,3,111.0,Ebay,10127,Y,N/A,2024-01-20 03:30:15
128,61,Jenna,66,Textbook,books,UK,Cryptocurrency,London,4,84.0,Argos,10128,Y,N/A,2024-11-09 03:18:25
129,84,Hugo,4,Smartwatch,electronics,India,Debit Card,Mumbai,3,150.0,Ebay,10129,Y,N/A,2021-09-06 10:24:40
130,42,Quinn,66,Textbook,books,India,PayPal,New Delhi,3,15.75,Ali Express,10130,Y,N/A,2023-07-16 09:12:00
131,90,Noah,80,Soccer Ball,sports,UK,Debit Card,Manchester,1,34.0,Ebay,10131,Y,N/A,2022-11-01 03:53:41
132,26,Amanda,50,Rice Cooker,home appliances,USA,Credit Card,New York,7,490.0,Amazon,10132,Y,N/A,2021-08-12 17:20:25
133,63,Laura,77,Health and Fitness Book,books,India,PayPal,New Delhi,1,10.0,Ali Express,10133,Y,N/A,2020-05-04 14:27:15
134,95,Simon,17,Graphics Card,electronics,USA,Credit Card,LA,3,840.0,Amazon,10134,N,Insufficient Funds,2023-07-21 00:32:25
135,7,Henry,72,Graphic Novel,books,USA,Credit Card,LA,13,481.0,Amazon,10135,N,Incufficient Funds,2023-08-04 17:31:06
136,47,Vanessa,0,Smartphone,electronics,India,Debit Card,Mumbai,1,125.0,Ali Express,10136,Y,N/A,2021-12-21 12:33:51
137,36,Kate,17,Graphics Card,electronics,India,PayPal,Mumbai,4,280.0,Ali Express,10137,Y,N/A,2023-04-18 12:40:46
138,65,Nina,61,Science Fiction,books,USA,Debit Card,New York,5,95.0,Amazon,10138,Y,N/A,2022-12-21 14:26:09
139,49,Xena,1,Laptop,electronics,Germany,Debit Card,Hamburg,6,4200.0,Ebay,10139,Y,N/A,2020-12-17 06:07:24
140,90,Noah,39,Pajamas,clothing,USA,Credit Card,LA,13,234.0,Amazon,10140,N,Card Expired,2023-01-08 18:25:15
141,31,Frank,71,Travel Guide,books,USA,Credit Card,LA,2,174.0,Amazon,10141,Y,N/A,2021-06-18 17:09:30
142,53,Bella,51,Ceiling Fan,home appliances,India,PayPal,New Delhi,1,55.0,Ali Express,10142,Y,N/A,2020-08-14 11:27:42
143,48,Walter,81,Basketball,sports,UK,Debit Card,Manchester,1,15.0,Ebay,10143,Y,N/A,2022-09-25 03:56:36
144,88,Liam,40,Refrigerator,home appliances,UK,Cryptocurrency,Manchester,5,2500.0,Argos,10144,Y,N/A,2022-10-13 00:31:49
145,28,Chloe,64,Biography,books,Germany,Debit Card,Berlin,5,60.0,Ebay,10145,Y,N/A,2024-04-05 05:21:23
146,31,None,69,"",Null,UK,Cryptocurrency,_-,,,Argos,10146,Y,N/A,2021-08-03 00:24:15
147,90,Noah,38,Sportswear,clothing,USA,Credit Card,New York,14,168.0,Amazon,10147,Y,N/A,2021-06-12 16:00:28
148,87,Kylie,76,Business Book,books,UK,Cryptocurrency,Manchester,4,380.0,Argos,10148,Y,N/A,2023-12-05 14:16:54
149,10,Karen,54,Mixer Grinder,home appliances,USA,Credit Card,LA,13,1300.0,Amazon,10149,Y,N/A,2024-12-06 19:50:09
150,31,Frank,69,History Book,books,UK,Debit Card,Manchester,3,57.0,Ali Express,10150,Y,N/A,2023-09-19 02:39:56
151,68,Riley,55,Air Purifier,home appliances,USA,Debit Card,New York,2,306.0,Ebay,10151,N,Network Issue,2022-12-27 16:12:36
152,52,Adam,60,Fiction Novel,books,UK,Cryptocurrency,London,3,48.0,Argos,10152,Y,N/A,2024-07-20 02:16:17
153,85,Isla,73,Poetry Book,books,UK,Cryptocurrency,London,3,117.0,Argos,10153,Y,N/A,2022-04-08 13:21:30
154,46,Ulrich,8,Digital Camera,electronics,USA,Debit Card,New York,8,2400.0,Amazon,10154,N,Incufficient Funds,2020-06-14 19:47:58
155,79,Clara,57,Iron,home appliances,UK,Debit Card,Manchester,3,390.0,Ebay,10155,Y,N/A,2023-09-24 01:16:23
156,66,Owen,67,Children's Book,books,India,PayPal,New Delhi,4,97.0,Ali Express,10156,Y,N/A,2020-11-19 12:47:41
157,70,Thomas,84,Cricket Bat,sports,UK,Cryptocurrency,London,1,35.0,Argos,10157,Y,N/A,2023-01-01 01:12:48
158,20,Uma,61,Science Fiction,books,USA,Credit Card,LA,1,19.0,Amazon,10158,Y,N/A,2024-04-20 23:32:27
159,20,Uma,54,Mixer Grinder,home appliances,Germany,Debit Card,Hamburg,6,600.0,Ebay,10159,Y,N/A,2024-04-15 03:17:41
160,89,Melissa,14,External Hard Drive,electronics,Germany,Debit Card,Hamburg,3,240.0,Ali Express,10160,Y,N/A,2022-10-10 04:55:11
161,16,Quinn,30,Tracksuit,clothing,USA,Debit Card,New York,6,480.0,Amazon,10161,N,Network Issue,2023-03-25 16:44:30
162,73,William,65,Self-Help Book,books,UK,Cryptocurrency,London,5,240.0,Argos,10162,Y,N/A,2020-01-24 00:50:18
163,15,Paul,79,Encyclopedia,books,UK,Debit Card,Manchester,5,90.0,Argos,10163,Y,N/A,2021-02-24 03:38:59
164,23,Xavier,75,Psychology Book,books,USA,Debit Card,New York,10,350.0,Amazon,10164,Y,N/A,2022-10-27 16:43:57
165,71,Ursula,18,Printer,electronics,Germany,Debit Card,Berlin,5,1500.0,Ebay,10165,Y,N/A,2024-03-04 04:04:08
166,86,Jason,75,Psychology Book,books,UK,Cryptocurrency,London,5,175.0,Argos,10166,N,Card Expired,2023-06-30 00:37:59
167,44,Samuel,41,Washing Machine,home appliances,Germany,Debit Card,Hamburg,9,3600.0,Ebay,10167,Y,N/A,2021-03-20 04:33:42
168,57,Felicity,6,Wireless Earbuds,electronics,India,PayPal,New Delhi,1,75.0,Ali Express,10168,N,Card Expired,2023-11-17 12:19:07
169,73,William,2,Tablet,electronics,USA,Debit Card,New York,8,4400.0,Ali Express,10169,Y,N/A,2024-12-19 19:41:14
170,52,Adam,47,Electric Kettle,home appliances,UK,Cryptocurrency,London,2,134.0,Argos,10170,Y,N/A,2021-08-18 00:18:00
171,92,Patrick,29,Sweater,clothing,USA,Debit Card,New York,9,333.0,Ebay,10171,Y,N/A,2022-09-24 21:27:27
172,19,Tina,58,Slow Cooker,home appliances,USA,Credit Card,LA,3,675.0,Amazon,10172,Y,N/A,2022-01-25 21:00:29
173,91,Olivia,9,Action Camera,electronics,Germany,Debit Card,Berlin,6,1200.0,Ebay,10173,Y,N/A,2023-05-21 03:26:50
174,51,Zoe,14,External Hard Drive,electronics,India,Debit Card,Mumbai,1,20.0,Ali Express,10174,N,Network error,2022-07-08 10:10:17
175,47,Vanessa,22,Hoodie,clothing,UK,Cryptocurrency,London,5,115.0,Argos,10175,Y,N/A,2023-05-29 03:17:10
176,82,Fabian,5,Bluetooth Headphones,electronics,Germany,Debit Card,Berlin,6,1284.0,Ebay,10176,Y,N/A,2021-10-09 04:01:09
177,53,Bella,87,Table Tennis Paddle,sports,USA,Credit Card,LA,7,476.0,Amazon,10177,Y,N/A,2020-09-09 18:41:02
178,91,Olivia,72,Graphic Novel,books,UK,Debit Card,Manchester,3,111.0,Argos,10178,Y,N/A,2023-02-21 01:55:13
179,1,Bob,88,Golf Club,sports,India,PayPal,New Delhi,3,10.5,Ali Express,10179,Y,N/A,2022-05-31 09:02:46
180,44,Samuel,32,Hat,clothing,USA,Debit Card,New York,14,280.0,Ebay,10180,N,Network Issue,2022-12-23 10:18:32
181,59,...,39,!@$@,!@$@,India,Debit Card,-1,,,Ali Express,10181,N,Network Issue,2023-09-14 10:17:18
182,13,Noah,37,Belt,clothing,UK,Cryptocurrency,London,2,110.0,Argos,10182,Y,N/A,2020-09-01 22:34:22
183,54,Caleb,62,Mystery Book,books,India,Debit Card,Mumbai,1,8.25,Ali Express,10183,Y,N/A,2024-10-25 12:46:54
184,12,Mia,73,Poetry Book,books,UK,Debit Card,Manchester,5,195.0,Ali Express,10184,Y,N/A,2023-08-09 01:03:53
185,49,Xena,74,Philosophy Book,books,UK,Cryptocurrency,London,4,148.0,Argos,10185,Y,N/A,2022-03-13 01:51:34
186,50,Yvonne,68,Fantasy Book,books,USA,Credit Card,New York,5,180.0,Amazon,10186,N,Incufficient Funds,2021-11-12 19:42:50
187,64,Marcus,16,Mouse,electronics,UK,Debit Card,Manchester,3,180.0,Ebay,10187,Y,N/A,2020-10-02 01:44:51
188,13,Noah,50,Rice Cooker,home appliances,USA,Debit Card,New York,4,280.0,Amazon,10188,Y,N/A,2022-11-19 18:28:52
189,2,Charlie,16,Mouse,electronics,UK,Debit Card,Manchester,4,240.0,Argos,10189,Y,N/A,2020-08-03 04:08:07
190,42,Quinn,69,History Book,books,UK,Cryptocurrency,Manchester,1,19.0,Argos,10190,N,Insufficient Funds,2022-09-12 18:45:13
191,3,!@$@,63,None,_-,USA,Credit Card,_-,,,Amazon,10191,Y,N/A,2022-10-10 16:59:44
192,96,Taylor,65,Self-Help Book,books,UK,Cryptocurrency,London,4,192.0,Argos,10192,Y,N/A,2020-04-01 03:44:18
193,28,Chloe,25,Skirt,clothing,UK,Debit Card,Manchester,5,100.0,Ebay,10193,Y,N/A,2023-03-08 12:12:05
194,80,Derek,9,Action Camera,electronics,UK,Debit Card,Manchester,5,1000.0,Ebay,10194,Y,N/A,2020-09-24 01:35:42
195,45,Tessa,81,Basketball,sports,USA,Debit Card,New York,3,45.0,Amazon,10195,Y,N/A,2021-11-26 08:27:21
196,68,Riley,57,Iron,home appliances,USA,Debit Card,New York,11,1430.0,Ebay,10196,Y,N/A,2024-11-04 18:43:16
197,66,Owen,83,Badminton Racket,sports,UK,Debit Card,Manchester,3,123.0,Argos,10197,Y,N/A,2021-12-29 08:08:00
198,86,Jason,22,Hoodie,clothing,USA,Credit Card,LA,9,207.0,Amazon,10198,Y,N/A,2020-12-08 17:11:40
199,24,Yara,31,Socks,clothing,USA,Credit Card,New York,13,78.0,Amazon,10199,Y,N/A,2020-12-23 17:43:54
200,79,Clara,27,Blouse,clothing,Germany,Debit Card,Berlin,8,200.0,Ebay,10200,Y,N/A,2022-09-23 06:57:04
201,70,Thomas,80,Soccer Ball,sports,UK,Cryptocurrency,London,4,136.0,Argos,10201,Y,N/A,2021-06-04 09:46:19
202,21,Victor,30,Tracksuit,clothing,USA,Credit Card,LA,13,1040.0,Amazon,10202,N,Network Issue,2024-08-12 17:09:39
